owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull,labels
danwrong,restler,421,328,707,414,206,N/A,N/A,N/A,N/A,N/A,N/A,967,687,534,304,699,1,766,635,N/A,58,612,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,858,967
alibaba,BizCharts,273,262,701,415,221,N/A,381,271,N/A,N/A,N/A,333,845,533,340,124,875,308,649,N/A,646,118,910,340,201,437,N/A,264,450,N/A,857,333
metalsmith,metalsmith,239,270,700,404,220,N/A,196,67,441,180,105,221,51,93,218,693,763,470,648,305,597,275,476,433,372,351,452,240,386,7,856,221
zilverline,react-tap-event-plugin,530,579,669,406,401,N/A,N/A,N/A,N/A,N/A,N/A,752,N/A,532,630,400,348,959,647,N/A,577,724,565,602,N/A,N/A,N/A,N/A,N/A,N/A,855,752
slushjs,gulp-install,846,749,693,411,400,N/A,N/A,N/A,N/A,N/A,N/A,751,844,531,174,899,116,638,646,N/A,396,877,506,601,N/A,N/A,N/A,N/A,N/A,N/A,854,751
sindresorhus,gulp-template,755,642,704,410,399,N/A,N/A,N/A,N/A,N/A,N/A,723,266,530,298,37,445,880,645,440,596,866,444,605,N/A,436,N/A,411,N/A,N/A,853,723
shockie,node-iniparser,859,831,711,403,398,N/A,N/A,N/A,N/A,N/A,N/A,N/A,925,529,855,845,709,958,644,N/A,595,895,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,804,N/A
redis,hiredis-node,748,631,872,412,413,N/A,N/A,N/A,N/A,N/A,N/A,932,843,544,629,696,541,910,643,N/A,303,618,73,604,N/A,N/A,N/A,N/A,N/A,N/A,803,932
alibaba-fusion,next,318,281,956,399,865,152,77,89,60,208,121,78,842,543,297,734,882,24,87,38,367,37,939,26,55,46,55,37,194,270,802,78
iview,iview,74,46,685,398,189,N/A,N/A,58,N/A,N/A,N/A,125,482,542,409,818,706,76,28,N/A,197,82,817,139,397,N/A,515,N/A,563,N/A,801,125
phosphorjs,phosphor,536,486,729,400,411,N/A,N/A,N/A,N/A,N/A,N/A,331,817,226,927,941,276,192,43,N/A,673,55,638,N/A,N/A,N/A,N/A,N/A,N/A,N/A,800,331
ipfs,js-ipfs,249,164,738,396,364,N/A,N/A,N/A,N/A,N/A,N/A,19,189,235,458,204,877,264,534,172,502,23,534,6,N/A,N/A,N/A,N/A,N/A,N/A,799,19
johnagan,clean-webpack-plugin,424,535,426,394,410,N/A,N/A,N/A,N/A,N/A,N/A,722,637,541,669,691,514,449,533,N/A,379,662,650,481,N/A,N/A,N/A,N/A,N/A,N/A,798,722
atomist,automation-client,907,862,724,395,409,N/A,N/A,N/A,N/A,N/A,N/A,71,188,190,853,492,854,257,151,N/A,391,87,900,84,N/A,N/A,N/A,N/A,N/A,N/A,797,71
sindresorhus,query-string,263,313,199,397,190,N/A,396,450,325,263,318,721,128,540,206,29,443,887,650,381,6,586,429,222,280,N/A,413,N/A,134,11,812,721
plone,volto,699,284,732,522,907,167,175,183,18,229,317,68,52,220,296,126,168,15,210,11,501,25,806,9,76,13,17,19,308,268,811,68
gaearon,react-hot-loader,175,227,474,523,407,N/A,359,N/A,N/A,N/A,N/A,332,242,171,26,175,557,2,13,N/A,403,104,550,72,411,N/A,N/A,N/A,296,N/A,810,332
react-component,rc-tools,794,711,722,526,406,N/A,N/A,N/A,N/A,N/A,N/A,531,947,539,631,353,638,269,699,N/A,608,344,612,N/A,N/A,N/A,N/A,N/A,N/A,N/A,809,531
darekf77,morphi,911,926,745,527,357,N/A,N/A,N/A,N/A,N/A,N/A,530,924,538,967,354,936,63,164,165,810,71,922,N/A,N/A,356,N/A,85,N/A,N/A,870,530
e1-bsd,omni-common-ui,920,913,821,524,372,N/A,N/A,N/A,N/A,N/A,N/A,607,816,537,451,801,686,37,19,N/A,914,378,803,253,N/A,N/A,N/A,N/A,N/A,N/A,869,607
facebook,nuclide,240,257,755,525,354,N/A,N/A,N/A,N/A,N/A,N/A,275,327,97,900,286,752,19,1,N/A,524,5,635,113,N/A,N/A,N/A,N/A,N/A,N/A,884,275
electrode-io,electrode,417,375,723,529,100,66,N/A,N/A,150,127,412,246,332,50,805,359,836,89,183,170,720,29,828,N/A,N/A,255,161,197,N/A,13,883,246
wintercounter,mhy,826,802,820,537,353,N/A,N/A,N/A,N/A,N/A,N/A,404,636,651,339,442,887,301,698,N/A,903,699,940,79,N/A,N/A,309,N/A,N/A,N/A,882,404
dexteryy,Project-WebCube,821,851,786,536,352,N/A,N/A,N/A,N/A,N/A,N/A,606,635,650,850,474,129,252,21,N/A,934,931,768,N/A,N/A,N/A,N/A,N/A,N/A,N/A,881,606
compute-io,compute.io,864,901,764,535,351,N/A,N/A,N/A,N/A,N/A,N/A,764,815,649,547,195,246,651,697,N/A,879,932,566,N/A,N/A,N/A,N/A,N/A,N/A,N/A,880,764
slushjs,gulp-conflict,898,875,721,534,350,N/A,N/A,N/A,N/A,N/A,N/A,880,814,664,401,908,117,632,703,N/A,767,912,507,627,N/A,N/A,N/A,N/A,N/A,N/A,879,880
sebastian-software,advanced-boilerplate,855,888,789,541,365,N/A,N/A,N/A,N/A,N/A,N/A,605,813,663,922,475,825,31,35,N/A,813,354,815,63,N/A,N/A,N/A,N/A,N/A,N/A,878,605
embarklabs,embark,335,295,730,540,568,N/A,N/A,N/A,N/A,N/A,N/A,99,230,31,982,565,846,161,5,144,674,28,667,151,466,N/A,N/A,N/A,513,N/A,877,99
agneta,platform,922,916,826,539,363,N/A,N/A,N/A,N/A,N/A,N/A,763,481,174,895,840,791,114,36,N/A,933,N/A,881,N/A,N/A,N/A,N/A,N/A,N/A,N/A,892,763
ziruYU,nodejs,985,991,892,538,362,N/A,N/A,N/A,N/A,N/A,N/A,625,963,662,890,922,866,530,161,N/A,932,N/A,899,N/A,N/A,N/A,N/A,N/A,N/A,N/A,891,625
NetWilliam,protocol-buffers-schema,945,990,823,531,361,N/A,N/A,N/A,N/A,N/A,N/A,773,N/A,661,813,672,701,974,702,N/A,402,528,882,N/A,N/A,N/A,N/A,N/A,N/A,N/A,890,773
toyako,yanglao,946,950,894,532,360,N/A,N/A,N/A,N/A,N/A,N/A,772,915,660,942,857,942,770,701,N/A,995,N/A,871,N/A,N/A,N/A,N/A,N/A,N/A,N/A,889,772
cnn007,node-dingtalk-robot,932,932,897,533,359,N/A,N/A,N/A,N/A,N/A,N/A,624,914,659,382,401,878,565,700,N/A,994,N/A,902,N/A,N/A,N/A,N/A,N/A,N/A,N/A,888,624
chjj,bslint,928,928,793,528,358,N/A,N/A,N/A,N/A,N/A,N/A,623,639,658,652,435,296,589,709,N/A,993,N/A,964,N/A,N/A,355,N/A,400,N/A,N/A,887,623
aethant,merino,930,929,898,545,373,N/A,N/A,N/A,N/A,N/A,N/A,490,913,657,959,766,726,20,2,N/A,636,911,832,558,N/A,N/A,N/A,N/A,N/A,N/A,886,490
Anoop24031989,cordova-plugin-tsp-for-Android,981,953,899,544,235,N/A,N/A,N/A,N/A,N/A,N/A,771,959,672,N/A,938,698,950,708,N/A,939,N/A,888,N/A,N/A,N/A,N/A,N/A,N/A,N/A,885,771
joshmatz,big-bertha,919,930,822,543,371,N/A,N/A,N/A,N/A,N/A,N/A,631,546,671,754,666,343,956,707,N/A,938,N/A,831,583,N/A,N/A,N/A,N/A,N/A,N/A,836,631
chjj,babylonia,929,952,900,542,573,N/A,N/A,N/A,N/A,N/A,N/A,630,548,670,548,433,297,595,706,N/A,937,N/A,963,N/A,N/A,N/A,N/A,N/A,N/A,N/A,835,630
ericmcornelius,ease,927,906,902,530,572,N/A,N/A,N/A,N/A,N/A,N/A,629,964,669,N/A,527,272,108,55,N/A,936,N/A,799,594,N/A,N/A,N/A,N/A,N/A,N/A,834,629
codemirror,CodeMirror,62,40,912,549,N/A,N/A,386,341,226,360,269,925,311,175,883,561,961,541,705,314,65,81,83,67,137,166,246,223,253,15,833,925
nithincvpoyyil,voice-listener,936,938,829,548,162,N/A,N/A,N/A,N/A,N/A,N/A,628,549,668,753,725,908,227,704,N/A,935,N/A,874,593,N/A,N/A,291,N/A,N/A,N/A,832,628
hexlet-components,js-pairs,883,849,728,547,570,N/A,N/A,N/A,N/A,N/A,N/A,627,968,667,882,377,957,246,358,478,525,596,802,N/A,N/A,N/A,394,N/A,N/A,N/A,831,627
terryarbase,nextnode,950,951,798,546,569,N/A,N/A,N/A,N/A,N/A,N/A,471,906,666,15,835,930,293,9,N/A,812,374,956,N/A,N/A,N/A,N/A,N/A,N/A,N/A,830,471
rstacruz,pnpm,57,204,699,575,45,19,161,247,32,262,221,26,55,48,435,86,406,125,68,37,802,30,770,7,13,16,34,20,319,281,829,26
ckeditor,ckeditor5-build-inline,902,560,905,577,523,N/A,N/A,N/A,N/A,N/A,N/A,167,313,665,879,309,797,419,627,N/A,106,269,894,309,N/A,N/A,N/A,N/A,N/A,N/A,844,167
mehmetkose,react-websocket,722,628,713,576,522,N/A,N/A,N/A,N/A,N/A,N/A,626,534,680,655,253,704,346,224,N/A,335,792,700,592,N/A,N/A,N/A,N/A,N/A,N/A,843,626
stewartml,react-angular-component,948,935,904,574,567,N/A,N/A,N/A,N/A,N/A,N/A,632,905,679,951,964,988,195,70,N/A,N/A,N/A,934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,842,632
akserg,ng2-toasty,758,590,712,573,566,N/A,N/A,N/A,N/A,N/A,N/A,770,262,678,654,526,470,379,711,N/A,637,569,778,271,N/A,N/A,N/A,N/A,N/A,N/A,841,770
primefaces,primeng,216,42,640,617,44,7,150,222,25,139,411,10,533,677,950,661,928,250,337,32,124,15,763,41,6,2,22,3,237,274,646,10
jabbla,Freemamba,925,955,903,614,517,N/A,N/A,N/A,N/A,N/A,N/A,769,904,676,265,671,790,290,734,N/A,926,N/A,890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,645,769
askiiRobotics,react-native-ok-sdk,978,894,811,586,516,N/A,N/A,N/A,N/A,N/A,N/A,768,539,675,542,790,903,86,75,N/A,N/A,N/A,884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,654,768
namchey,linkpreview,862,886,864,587,515,N/A,N/A,N/A,N/A,N/A,N/A,494,880,674,636,906,880,18,37,N/A,878,791,984,N/A,N/A,354,N/A,443,N/A,N/A,653,494
dorado-lmz,axios-retry,995,954,865,588,531,N/A,N/A,N/A,N/A,N/A,N/A,654,N/A,673,656,607,781,941,121,N/A,410,859,928,N/A,N/A,N/A,N/A,N/A,N/A,N/A,652,654
linagora,openpaas-esn,675,514,746,592,530,N/A,N/A,N/A,N/A,N/A,N/A,446,858,624,762,127,761,436,733,N/A,556,27,545,N/A,N/A,N/A,347,N/A,N/A,N/A,651,446
lazy-bee,ui,897,883,866,611,513,N/A,N/A,N/A,N/A,N/A,N/A,513,969,752,761,953,870,3,17,N/A,772,253,966,N/A,N/A,N/A,N/A,N/A,N/A,N/A,650,513
colmbrady,react-native-feather,910,910,867,612,512,N/A,N/A,N/A,N/A,N/A,N/A,653,581,751,878,758,869,59,115,N/A,925,N/A,929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,649,653
mzamoras,rbc,976,984,801,585,511,N/A,N/A,N/A,N/A,N/A,N/A,444,580,750,175,747,831,294,18,N/A,877,705,903,426,N/A,N/A,N/A,N/A,N/A,N/A,648,444
patternweb,patternx,921,959,868,596,510,N/A,N/A,N/A,N/A,N/A,N/A,517,950,749,875,885,733,111,54,N/A,979,N/A,904,N/A,N/A,N/A,N/A,N/A,N/A,N/A,647,517
LearningLocker,learninglocker,654,394,833,595,525,N/A,N/A,N/A,N/A,N/A,N/A,339,514,748,976,886,519,11,12,N/A,605,39,471,50,N/A,N/A,N/A,N/A,N/A,N/A,629,339
dropbox,zxcvbn,144,197,696,613,524,N/A,N/A,371,N/A,N/A,N/A,858,857,747,363,198,648,869,433,N/A,806,595,199,429,410,N/A,N/A,N/A,512,N/A,628,858
1903514970,cordova-plugin-demotoast,989,958,870,598,696,N/A,N/A,N/A,N/A,N/A,N/A,652,919,746,954,837,896,991,736,N/A,978,N/A,969,N/A,N/A,N/A,N/A,N/A,N/A,N/A,627,652
Automattic,wp-calypso,174,108,734,N/A,N/A,N/A,166,303,N/A,N/A,N/A,1,56,745,638,54,808,28,173,6,250,2,740,237,19,1,N/A,1,199,N/A,N/A,1
schacker,hpack-cli,939,957,871,597,695,N/A,N/A,N/A,N/A,N/A,N/A,613,918,760,721,398,833,369,735,N/A,977,N/A,941,N/A,N/A,N/A,N/A,N/A,N/A,N/A,659,613
FrontendSolutionsGmbH,ufp-core-frontend,988,942,790,615,521,N/A,N/A,N/A,N/A,N/A,N/A,612,856,759,464,776,843,62,90,N/A,976,651,901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,658,612
APCOvernight,apc-youtube,940,941,873,616,520,N/A,N/A,N/A,N/A,N/A,N/A,611,946,758,948,679,858,287,106,N/A,975,N/A,943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,657,611
qh08,hendo-cli,908,922,876,594,519,N/A,N/A,N/A,N/A,N/A,N/A,823,917,757,415,771,863,499,741,N/A,974,N/A,859,N/A,N/A,N/A,N/A,N/A,N/A,N/A,656,823
tronscan,tronscan-frontend,770,453,877,601,173,N/A,N/A,N/A,N/A,N/A,N/A,375,855,756,832,849,916,7,30,N/A,692,1,935,216,465,N/A,448,N/A,499,N/A,655,375
ournameismud,mulp,923,934,770,600,533,N/A,N/A,N/A,N/A,N/A,N/A,610,945,755,952,665,855,25,4,N/A,973,N/A,905,N/A,N/A,N/A,N/A,N/A,N/A,N/A,637,610
diplomatiegouvfr,hornet-js-builder,990,931,775,599,532,N/A,N/A,N/A,N/A,N/A,N/A,609,424,109,28,777,673,492,3,N/A,432,265,745,385,N/A,N/A,N/A,N/A,N/A,N/A,636,609
cakrit,landscapeapp,947,983,883,590,356,N/A,N/A,N/A,N/A,N/A,N/A,655,N/A,255,511,935,943,990,33,N/A,970,840,961,N/A,N/A,N/A,N/A,N/A,N/A,N/A,635,655
luigimannoni,tovar.js,935,982,799,593,355,N/A,N/A,N/A,N/A,N/A,N/A,512,930,753,755,630,924,319,740,N/A,969,N/A,793,N/A,N/A,N/A,N/A,N/A,N/A,N/A,634,512
meepobrother,nger,873,866,884,603,529,N/A,N/A,N/A,N/A,N/A,N/A,617,751,768,510,98,847,394,739,N/A,968,778,977,N/A,N/A,N/A,N/A,N/A,N/A,N/A,633,617
GuillaumeIsabelleX,gix-npm-server,977,981,886,604,701,N/A,N/A,N/A,N/A,N/A,N/A,616,761,767,881,215,927,721,738,N/A,967,N/A,958,N/A,N/A,N/A,N/A,N/A,N/A,N/A,632,616
conveyal,modeify,870,810,887,606,700,N/A,N/A,N/A,N/A,N/A,N/A,402,760,766,532,337,388,35,7,N/A,913,77,466,443,N/A,N/A,N/A,N/A,N/A,N/A,631,402
rachmanzz,bim,969,980,808,609,699,N/A,N/A,N/A,N/A,N/A,N/A,486,899,765,824,408,912,515,696,N/A,966,933,981,N/A,N/A,N/A,N/A,N/A,N/A,N/A,630,486
smashingboxes,smashing-dev-tool,954,915,828,608,698,N/A,N/A,N/A,N/A,N/A,N/A,615,967,764,276,720,520,452,695,N/A,912,909,546,N/A,N/A,N/A,N/A,N/A,N/A,N/A,644,615
jkhax0r,require_bluetooth_le,980,989,807,607,697,N/A,N/A,N/A,N/A,N/A,N/A,822,962,763,945,853,670,988,694,N/A,965,N/A,772,N/A,N/A,N/A,N/A,N/A,N/A,N/A,643,822
elandamor,the-react-scripts,975,988,937,605,653,N/A,N/A,N/A,N/A,N/A,N/A,489,971,762,N/A,608,946,464,282,N/A,960,N/A,990,N/A,N/A,N/A,N/A,N/A,N/A,N/A,642,489
unctionjs,complete,926,987,769,602,652,N/A,N/A,N/A,N/A,N/A,N/A,614,841,761,2,306,713,87,216,N/A,959,N/A,887,N/A,N/A,N/A,N/A,N/A,N/A,N/A,641,614
hades217,lightsight,956,936,825,591,651,N/A,N/A,N/A,N/A,N/A,N/A,619,368,254,724,543,689,299,743,N/A,958,N/A,933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,640,619
Joywok,JwComponents,974,986,779,589,694,N/A,N/A,N/A,N/A,N/A,N/A,821,966,775,944,782,386,948,742,N/A,957,N/A,877,N/A,N/A,N/A,N/A,N/A,N/A,N/A,639,821
founderlab,frameworkstein,955,937,936,610,645,N/A,N/A,N/A,N/A,N/A,N/A,488,944,774,633,688,533,50,176,280,956,621,908,N/A,N/A,353,N/A,148,N/A,N/A,638,488
teambit,bit,121,205,935,619,17,57,155,236,11,291,163,37,236,19,395,443,945,30,153,N/A,445,6,853,96,84,62,11,5,130,206,871,37
bshack,white-label,973,985,879,620,644,N/A,N/A,N/A,N/A,N/A,N/A,727,927,773,233,814,626,118,14,N/A,963,N/A,788,291,N/A,N/A,N/A,N/A,N/A,N/A,692,727
SinaMFE,webpack-marauder,891,889,749,618,643,N/A,N/A,N/A,N/A,N/A,N/A,568,943,772,192,744,789,41,796,N/A,896,407,883,N/A,N/A,N/A,N/A,N/A,N/A,N/A,691,568
keystonejs,keystone,221,179,719,621,911,N/A,104,186,44,243,280,898,75,185,427,684,693,119,367,42,248,4,930,184,93,50,43,63,228,273,690,898
ipfs,aegir,851,689,717,627,67,56,19,403,63,171,87,42,483,865,335,205,876,558,794,76,447,185,790,28,370,137,65,74,299,205,689,42
choerodon,choerodon-front-boot,888,827,750,625,660,N/A,N/A,N/A,N/A,N/A,N/A,545,840,816,234,585,857,144,213,N/A,731,169,936,N/A,N/A,N/A,346,N/A,N/A,N/A,688,545
kevrat,keystone-rus,986,960,880,624,639,N/A,N/A,N/A,N/A,N/A,N/A,567,N/A,248,309,963,987,997,26,507,187,24,898,N/A,N/A,N/A,N/A,N/A,N/A,N/A,687,567
nodecg,nodecg,538,519,742,622,20,39,38,404,117,249,285,153,353,144,512,762,727,298,436,149,730,161,533,132,291,195,125,137,417,209,686,153
react-component,rn-packager,867,868,784,623,638,N/A,N/A,N/A,N/A,N/A,N/A,546,854,814,533,349,640,259,800,N/A,830,150,754,N/A,N/A,N/A,N/A,N/A,N/A,N/A,685,546
JowayYoung,bruce-cli,706,613,827,626,N/A,N/A,N/A,N/A,326,109,68,550,638,813,943,807,954,639,799,N/A,962,N/A,968,N/A,N/A,440,392,309,N/A,204,700,550
palantir,blueprint,101,92,698,645,16,55,137,258,29,270,223,38,237,202,267,202,749,209,373,N/A,382,36,833,116,63,26,32,34,302,203,699,38
resin-io,resin-cli,686,532,753,646,123,54,64,248,95,206,147,96,352,86,308,N/A,N/A,498,797,69,239,88,636,8,175,77,94,64,297,222,698,96
TryGhost,Ghost,30,25,716,638,12,131,145,265,1,313,197,47,17,812,770,300,893,10,122,10,301,3,352,10,38,3,1,2,118,18,697,47
INSIDEM2M,slim,924,927,881,629,858,N/A,N/A,N/A,N/A,N/A,N/A,540,853,811,N/A,859,587,996,11,N/A,859,480,844,N/A,N/A,N/A,N/A,N/A,N/A,N/A,696,540
fluidtrends,chunky,875,893,949,628,650,N/A,N/A,N/A,N/A,N/A,N/A,667,852,810,769,683,897,245,118,N/A,829,103,857,562,N/A,N/A,N/A,N/A,N/A,N/A,695,667
npm,npm,120,65,763,635,649,N/A,N/A,N/A,N/A,N/A,N/A,30,851,809,949,149,609,995,807,N/A,696,12,8,40,N/A,N/A,N/A,N/A,N/A,N/A,694,30
shubhsherl,Ghost,984,973,882,636,648,N/A,N/A,N/A,N/A,N/A,N/A,666,N/A,824,829,381,915,994,22,N/A,168,21,975,N/A,N/A,N/A,N/A,N/A,N/A,N/A,693,666
suntoe,wnode,983,972,831,632,647,N/A,N/A,N/A,N/A,N/A,N/A,820,640,823,955,265,472,316,53,N/A,961,N/A,861,N/A,N/A,N/A,N/A,N/A,N/A,N/A,900,820
smartprix,sm-webpack-config,949,921,773,631,646,N/A,N/A,N/A,N/A,N/A,N/A,803,955,822,132,713,779,326,806,N/A,833,609,830,N/A,N/A,N/A,N/A,N/A,N/A,N/A,899,803
bdefore,redux-universal-starter,679,745,762,634,661,N/A,N/A,N/A,N/A,N/A,N/A,802,404,201,487,444,567,320,805,N/A,548,203,746,N/A,N/A,N/A,N/A,N/A,N/A,N/A,898,802
codemotion,cogear.js,744,826,776,630,514,N/A,N/A,N/A,N/A,N/A,N/A,360,625,821,313,N/A,N/A,388,804,N/A,911,872,948,N/A,N/A,N/A,N/A,N/A,N/A,N/A,897,360
apache,couchdb-fauxton,717,431,768,637,93,N/A,287,306,167,264,410,406,97,200,455,41,676,211,437,234,298,38,464,389,338,223,183,207,245,17,896,406
idancali,react-native,982,971,788,633,659,N/A,N/A,N/A,N/A,N/A,N/A,801,N/A,60,256,439,913,993,802,N/A,167,20,863,N/A,N/A,N/A,N/A,N/A,N/A,N/A,895,801
superdesk,superdesk-client-core,882,623,744,643,140,N/A,N/A,391,57,261,141,268,453,189,768,446,835,215,16,75,287,18,771,70,468,93,59,54,565,16,894,268
maxijonson,tchin-react-components,952,970,813,639,846,N/A,N/A,N/A,N/A,N/A,N/A,474,702,820,244,682,974,220,56,N/A,972,N/A,978,561,N/A,N/A,N/A,N/A,N/A,N/A,893,474
davanmonet,DaVanMonet,917,920,812,644,742,N/A,N/A,N/A,N/A,N/A,N/A,407,939,819,197,983,705,42,57,N/A,732,196,896,273,N/A,N/A,N/A,N/A,N/A,N/A,908,407
zero1five,lambda,992,940,843,642,860,N/A,N/A,N/A,N/A,N/A,N/A,457,710,818,908,453,853,44,32,N/A,971,899,986,N/A,N/A,N/A,N/A,N/A,N/A,N/A,907,457
ssbc,patchwork,341,329,785,640,859,N/A,N/A,N/A,N/A,N/A,N/A,135,326,817,450,187,884,224,156,N/A,221,86,682,170,N/A,N/A,N/A,N/A,N/A,N/A,906,135
Travelab,scot4,991,975,854,641,813,N/A,N/A,N/A,N/A,N/A,N/A,669,773,832,386,893,627,51,47,N/A,910,394,848,169,N/A,N/A,N/A,N/A,N/A,N/A,905,669
facebook,metro,302,276,351,649,41,13,170,180,89,112,192,148,31,23,579,285,754,122,277,235,105,45,845,97,61,27,85,61,240,267,904,148
react-zeroconfig,react-zeroconfig,890,919,984,650,812,N/A,N/A,N/A,N/A,N/A,N/A,668,772,831,198,972,986,49,89,N/A,N/A,N/A,965,359,N/A,N/A,N/A,N/A,N/A,N/A,903,668
websage-team,super-project,869,869,748,647,811,N/A,N/A,N/A,262,416,N/A,292,448,199,874,854,671,366,877,447,844,119,873,104,N/A,441,284,232,N/A,288,902,292
devCrossNet,universal-cli,849,859,741,648,810,N/A,N/A,N/A,N/A,N/A,N/A,325,N/A,35,N/A,824,960,940,884,N/A,536,85,807,N/A,N/A,N/A,N/A,N/A,N/A,N/A,901,325
skypager,skypager,900,908,771,651,809,N/A,N/A,N/A,N/A,N/A,N/A,441,450,167,185,668,568,131,15,418,988,935,949,N/A,N/A,N/A,391,N/A,N/A,N/A,922,441
xiefei89,rc-tools,967,974,889,652,218,N/A,N/A,N/A,N/A,N/A,N/A,581,N/A,830,723,965,984,979,887,N/A,590,365,937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,921,581
nextstrain,auspice,756,492,757,655,63,51,127,176,127,236,171,242,158,829,333,711,934,132,253,156,241,80,801,226,292,161,124,80,366,320,920,242
andywer,ava-ts,842,884,727,653,821,N/A,N/A,N/A,N/A,N/A,N/A,522,707,962,574,378,663,189,73,N/A,123,145,907,N/A,N/A,N/A,N/A,N/A,N/A,N/A,919,522
GrabarzUndPartner,gp-boilerplate-environment,972,977,796,654,820,N/A,N/A,N/A,N/A,N/A,N/A,828,937,961,953,652,905,396,890,N/A,987,N/A,868,N/A,N/A,N/A,N/A,N/A,N/A,N/A,918,828
Netflix,conductor,165,85,743,659,924,N/A,91,158,78,83,60,161,11,777,263,199,660,93,250,84,50,33,843,29,87,33,77,96,354,319,917,161
Azure,azure-xplat-cli,626,331,736,657,819,N/A,N/A,N/A,N/A,N/A,N/A,53,98,291,43,52,911,450,128,N/A,39,11,297,173,N/A,N/A,N/A,N/A,N/A,N/A,932,53
openfin-js-app,react-openfin-scripts,998,976,814,658,818,N/A,N/A,N/A,N/A,N/A,N/A,580,771,325,520,914,888,407,824,N/A,917,N/A,979,N/A,N/A,N/A,N/A,N/A,N/A,N/A,931,580
vueComponent,tools,915,898,765,656,817,N/A,N/A,N/A,N/A,N/A,N/A,521,N/A,455,904,784,920,978,836,N/A,550,358,950,N/A,N/A,N/A,N/A,N/A,N/A,N/A,930,521
vatesfr,xo-server,942,917,995,661,799,N/A,N/A,N/A,N/A,N/A,N/A,579,936,519,981,719,569,977,844,N/A,986,N/A,919,N/A,N/A,N/A,N/A,N/A,N/A,N/A,929,579
yanxlg,rc-tools,997,979,850,660,798,N/A,N/A,N/A,N/A,N/A,N/A,693,933,523,722,517,879,377,862,N/A,985,N/A,946,N/A,N/A,N/A,N/A,N/A,N/A,N/A,928,693
zxf969175364,keystone,960,978,851,662,446,N/A,N/A,N/A,N/A,N/A,N/A,758,N/A,266,292,495,910,976,863,N/A,240,26,808,591,N/A,N/A,N/A,N/A,N/A,N/A,927,758
umijs,umi,142,76,679,197,883,165,346,360,59,217,409,22,340,265,519,332,931,9,114,18,678,22,911,16,23,18,53,62,87,271,926,22
cmux,super,868,871,747,196,455,N/A,N/A,N/A,265,415,N/A,288,468,195,884,816,914,367,864,439,843,120,872,105,N/A,442,279,229,N/A,324,925,288
ssbc,patchbay,710,646,781,195,464,N/A,N/A,N/A,N/A,N/A,N/A,425,889,280,165,186,883,203,77,N/A,450,157,805,417,N/A,N/A,N/A,N/A,N/A,N/A,940,425
mbret,chewie-system,941,966,777,194,808,N/A,N/A,N/A,N/A,N/A,N/A,757,957,279,896,445,621,485,811,N/A,983,934,841,N/A,N/A,N/A,N/A,N/A,N/A,N/A,939,757
Frezc,rc-tools,994,965,818,193,807,N/A,N/A,N/A,N/A,N/A,N/A,558,N/A,278,807,504,740,969,815,N/A,679,384,906,N/A,N/A,N/A,N/A,N/A,N/A,N/A,938,558
krakenjs,grumbler,752,775,979,192,806,N/A,N/A,N/A,N/A,N/A,N/A,756,343,100,963,352,332,779,816,N/A,839,819,851,N/A,N/A,N/A,N/A,N/A,N/A,N/A,937,756
pavjacko,renative,448,470,740,202,882,50,107,112,52,259,123,58,1,42,640,605,862,88,312,56,680,16,944,268,115,82,54,6,379,9,936,58
utryfe,vue-cli-builder,965,964,978,203,642,N/A,N/A,N/A,N/A,N/A,N/A,551,935,277,898,900,901,226,38,N/A,955,N/A,982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,935,551
duanguang,brain-vue-cli,979,963,797,198,641,N/A,N/A,N/A,N/A,N/A,N/A,559,700,276,584,270,939,70,46,N/A,954,N/A,947,N/A,N/A,N/A,N/A,N/A,N/A,N/A,934,559
jasonvillalon,generator-arwen,971,962,857,205,640,N/A,N/A,N/A,N/A,N/A,N/A,755,961,275,108,540,528,155,822,N/A,953,N/A,750,N/A,N/A,N/A,N/A,N/A,N/A,N/A,933,755
DEEP-IMPACT-AG,cherry,934,961,802,206,589,N/A,N/A,N/A,N/A,N/A,N/A,439,942,274,733,476,844,343,41,N/A,952,936,960,N/A,N/A,N/A,N/A,N/A,N/A,N/A,948,439
