owner,repo,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile,maintenance_and_goodwill,code_quality,component_avg,component_rank,trustee_rank,component_grade,trustee_grade
sindresorhus,normalize-url,34.1,4.2,42.5,75.4,15.1,9.8,13.0,52.8,42.2,44.5,90.6,34.0,39.5,11.1,58.0,22.674999999999997,35.2,39.05,35.65,32.458333333333336,594.0,595.0,C,C
jshttp,fresh,17.5,0.0,24.7,56.5,4.3,0.0,0.0,43.3,18.3,19.7,97.0,38.4,43.5,10.7,40.2,11.899999999999999,25.2,24.675,33.2,23.258333333333336,262.0,279.0,D,D
pvorb,node-clone,7.5,0.0,51.5,78.8,5.8,0.0,0.0,53.1,40.6,46.5,82.5,42.8,33.2,0.0,56.0,14.725,29.8,34.45,33.0,27.39166666666667,429.0,436.0,C,C
SBoudrias,Inquirer.js,23.3,28.3,82.2,52.1,39.0,39.4,37.2,78.2,89.0,83.4,81.1,59.2,51.1,39.7,48.4,48.45,52.4,46.475,49.599999999999994,48.175000000000004,924.0,928.0,A,A
jshttp,etag,31.3,0.0,20.1,56.6,11.2,0.0,0.0,43.8,22.5,21.7,97.4,33.5,49.6,0.0,8.6,13.75,23.5,27.0,22.925,21.224999999999998,186.0,231.5,F,D
dominictarr,through,6.4,0.0,21.2,91.2,11.2,0.0,0.0,48.1,37.9,30.9,85.7,38.0,33.9,0.0,31.4,14.825,25.8,29.700000000000003,25.825,23.450000000000003,266.0,295.0,D,D
pillarjs,parseurl,31.3,0.0,18.6,53.0,11.2,0.0,0.0,40.0,19.8,18.0,97.1,25.1,42.7,8.4,17.6,12.8,23.1,25.725,23.450000000000003,20.658333333333335,172.0,219.0,F,D
Raynos,xtend,31.5,0.0,25.3,88.7,18.1,0.0,0.0,44.9,25.2,23.3,92.4,38.6,35.4,0.0,45.8,15.75,28.6,36.375,29.949999999999996,27.35833333333333,427.5,399.0,C,D
petkaantonov,bluebird,41.0,0.0,52.4,62.0,15.3,0.0,0.0,82.1,90.0,91.6,91.1,55.7,86.3,0.0,56.2,24.349999999999998,43.4,38.85,49.55,37.583333333333336,717.0,781.0,B,B
jshttp,type-is,16.2,0.0,26.6,56.6,12.8,1.4,0.0,45.2,21.8,20.6,95.0,43.5,45.5,0.0,40.6,14.850000000000001,25.9,24.85,32.4,24.03333333333333,283.0,300.0,D,D
jestjs,jest,48.7,27.2,92.7,9.7,58.5,45.5,43.6,84.0,96.8,96.6,85.8,56.7,42.4,46.2,87.7,57.9,59.1,44.574999999999996,58.25,53.574999999999996,988.0,996.0,A,A
webpack,webpack,56.4,29.9,79.3,58.3,57.3,44.7,40.8,89.4,98.5,97.2,91.8,70.0,76.9,42.5,67.2,58.05000000000001,63.8,55.974999999999994,64.15,59.39166666666667,999.0,999.0,A,A
sindresorhus,arrify,14.7,0.0,34.4,75.4,25.9,0.0,0.0,34.6,17.1,18.5,80.9,21.9,39.7,0.0,36.0,15.125,24.9,31.125,24.4,23.55,268.0,270.0,D,D
fb55,htmlparser2,51.2,29.8,42.6,55.5,41.5,43.7,22.9,70.0,67.7,68.2,88.4,55.9,55.1,33.8,44.6,44.525,48.8,44.775000000000006,47.35,45.550000000000004,874.0,869.5,A,A
justmoon,node-extend,31.1,0.5,32.7,79.4,28.7,0.9,3.8,30.5,27.2,33.4,22.0,39.3,18.6,7.0,32.6,15.974999999999998,24.2,35.925000000000004,24.375,25.425,354.0,252.0,D,D
typescript-eslint,typescript-eslint,37.0,29.5,64.5,4.4,64.1,47.9,44.0,73.8,85.3,92.3,86.1,31.4,82.0,47.2,67.2,57.449999999999996,56.3,33.85,56.949999999999996,49.416666666666664,947.0,980.5,A,A
jonschlinkert,word-wrap,18.4,17.2,41.2,81.1,41.4,21.7,13.1,40.0,19.6,25.6,86.9,28.1,40.9,8.3,35.4,29.049999999999997,33.3,39.474999999999994,28.174999999999997,32.23333333333333,590.0,557.5,C,C
primus,eventemitter3,40.0,7.3,19.4,53.5,40.8,10.8,4.5,64.1,63.7,56.5,91.4,44.6,41.2,6.5,58.3,30.049999999999997,37.0,30.05,37.65,32.583333333333336,600.0,636.5,B,B
isaacs,node-tar,31.2,4.1,52.0,86.5,43.4,6.9,4.6,38.7,41.2,51.2,14.0,48.4,18.4,18.6,38.0,23.4,31.4,43.45,30.85,32.56666666666666,598.0,499.0,C,C
oozcitak,xmlbuilder-js,27.1,0.0,27.3,31.8,32.7,0.0,0.0,54.7,44.6,42.0,75.5,56.6,69.2,0.0,33.2,21.85,30.3,21.55,39.75,27.71666666666667,447.0,459.0,C,C
nodeca,pako,29.6,0.0,19.3,56.8,40.4,0.0,0.0,64.7,70.5,76.8,84.9,26.6,46.7,11.2,28.6,26.275,33.4,26.425,28.275000000000006,26.99166666666667,411.0,560.5,C,C
npm,npmlog,27.4,24.4,92.3,60.8,36.7,28.1,12.2,46.4,30.7,30.6,81.4,42.9,36.7,24.1,56.2,30.85,40.6,51.224999999999994,39.975,40.68333333333333,788.5,724.0,B,B
zertosh,loose-envify,8.1,0.0,22.7,45.5,32.6,0.0,0.0,37.3,24.0,18.3,92.9,14.2,40.9,0.0,6.0,17.475,20.7,19.075,15.274999999999999,17.275,118.0,161.0,F,F
isaacs,json-stringify-safe,16.7,0.0,21.3,86.3,33.0,0.0,0.0,45.0,34.6,27.1,84.7,33.8,41.5,0.0,17.1,19.5,26.7,31.075,23.1,24.558333333333337,304.5,329.0,D,D
facebook,prop-types,24.2,3.7,78.1,46.6,41.7,8.4,4.7,57.7,68.1,65.9,89.9,6.9,81.2,8.6,65.3,28.125000000000004,41.5,38.15,40.5,35.59166666666667,665.5,740.0,B,B
crypto-browserify,randombytes,13.5,0.5,19.1,0.0,32.0,0.9,4.8,38.0,14.7,25.9,92.3,18.9,38.1,2.4,36.5,18.925,21.1,8.275,23.975,17.058333333333334,112.0,167.5,F,F
maxogden,concat-stream,8.3,0.0,31.5,0.0,31.0,0.0,0.0,48.2,35.8,33.5,86.2,37.4,37.9,0.0,43.6,19.8,23.9,9.95,29.725,19.825,157.0,243.0,F,D
terkelg,prompts,26.5,8.3,53.3,29.2,47.5,15.8,21.6,60.7,77.5,61.8,84.8,18.7,60.1,16.0,65.1,36.4,41.4,29.325,39.974999999999994,35.23333333333333,655.0,737.5,B,B
sindresorhus,component-emitter,39.0,4.6,58.6,75.5,37.7,9.2,12.3,52.4,36.4,43.3,87.8,42.3,36.5,9.4,56.5,27.9,37.7,44.425,36.175,36.166666666666664,679.5,653.5,B,B
jsdom,jsdom,26.2,29.1,54.6,37.7,56.5,34.9,27.3,82.9,89.3,87.4,85.3,69.8,61.2,31.0,71.8,50.400000000000006,53.5,36.900000000000006,58.45,48.583333333333336,932.0,947.0,A,A
mcavage,node-assert-plus,6.2,0.0,45.7,66.2,33.7,0.0,0.0,38.9,16.4,16.8,84.3,38.1,33.4,0.0,44.1,18.15,26.4,29.525000000000002,28.9,25.524999999999995,357.0,318.0,D,D
Marak,colors.js,9.0,0.0,44.9,67.0,39.0,0.0,0.0,48.5,70.1,69.0,6.7,48.0,44.4,0.0,63.9,21.875,31.9,30.225,39.075,30.39166666666667,548.0,514.5,C,C
tj,co,14.7,0.0,43.9,83.3,35.4,0.0,0.0,70.3,81.8,79.2,88.5,31.8,42.4,0.0,65.4,26.424999999999997,38.4,35.474999999999994,34.900000000000006,32.266666666666666,591.0,669.0,C,B
facebook,react,39.5,32.0,77.4,46.7,65.3,46.9,42.2,87.5,99.9,99.8,93.1,57.2,97.3,45.2,89.9,60.474999999999994,66.3,48.900000000000006,72.39999999999999,60.59166666666666,1000.0,1000.0,A,A
moment,moment,52.9,30.6,31.1,47.2,52.3,32.5,12.4,79.1,97.2,96.8,77.1,45.4,64.7,12.5,89.5,44.074999999999996,51.9,40.45,53.025,45.85,881.0,918.5,A,A
dchest,tweetnacl-js,30.6,1.4,46.6,77.4,40.8,2.7,4.9,47.6,54.5,65.5,27.6,42.9,52.0,2.5,17.4,24.0,31.7,39.0,28.700000000000003,30.566666666666666,550.0,505.0,C,C
webpack-contrib,css-loader,58.1,27.7,55.5,61.7,56.3,31.2,34.6,73.6,67.9,73.5,89.5,63.6,76.7,33.7,48.9,48.925,54.5,50.75,55.725,51.800000000000004,975.0,962.5,A,A
inspect-js,node-deep-equal,26.3,7.3,40.0,31.8,41.7,15.6,5.6,53.9,40.0,47.9,87.5,40.4,41.5,17.7,39.0,29.2,33.5,26.349999999999998,34.65,30.066666666666663,534.0,565.0,C,C
sindresorhus,file-type,36.3,25.7,81.8,77.3,56.4,22.4,31.6,61.7,65.0,64.6,69.2,47.9,32.9,29.8,57.0,43.025,48.4,55.27499999999999,41.9,46.73333333333333,895.0,861.5,A,A
defunctzombie,node-url,18.9,2.8,27.9,82.7,40.1,5.5,5.7,25.9,28.4,40.3,8.8,25.9,18.5,13.2,24.9,19.3,23.7,33.075,20.625,24.333333333333332,297.0,238.0,D,D
joyent,node-verror,10.9,0.0,67.3,30.0,31.4,0.0,0.0,51.0,49.0,31.9,84.0,39.2,35.9,0.0,17.9,20.6,26.6,27.05,23.25,23.633333333333336,271.0,324.0,D,D
import-js,eslint-plugin-import,26.7,24.4,85.2,12.6,60.8,36.5,35.8,70.9,70.3,86.7,87.1,39.3,53.8,40.3,80.8,51.0,52.7,37.225,53.55,47.258333333333326,905.0,932.5,A,A
nodejs,-1,2.6,7.0,60.3,56.0,43.3,15.7,11.6,62.5,63.9,70.3,85.2,30.8,44.7,5.8,78.8,33.275,40.2,31.475,40.025000000000006,34.925000000000004,650.0,714.5,B,B
shtylman,node-process,11.8,0.0,23.5,0.0,37.9,0.0,0.0,21.2,15.8,30.8,0.1,38.2,13.7,0.0,46.1,14.774999999999999,15.7,8.825,24.5,16.03333333333333,108.0,104.0,F,F
digitalbazaar,forge,32.0,0.0,59.0,54.2,45.4,10.6,0.0,48.4,69.4,76.2,0.2,47.7,19.8,0.6,61.8,26.1,32.7,36.3,32.474999999999994,31.625,575.0,543.5,C,C
sindresorhus,got,43.4,21.2,55.8,75.8,53.2,21.9,22.3,73.7,84.8,80.2,78.2,51.4,42.0,23.9,84.4,42.775000000000006,51.3,49.05,50.425000000000004,47.416666666666664,911.0,910.0,A,A
postcss,autoprefixer,31.7,21.4,51.5,51.2,45.8,19.2,22.2,82.1,90.7,83.7,92.2,61.9,51.5,20.5,65.7,42.324999999999996,49.0,38.95,49.9,43.725,844.0,873.0,A,A
webpack,webpack-dev-middleware,57.7,30.3,90.4,58.4,38.9,40.5,22.1,68.9,60.2,65.4,89.8,60.0,62.1,32.2,69.8,42.6,54.1,59.20000000000001,56.025000000000006,52.60833333333334,982.0,955.5,A,A
TypeStrong,ts-node,39.5,25.7,90.4,36.9,51.7,22.1,21.5,67.9,82.7,71.0,75.8,42.2,81.1,31.2,44.6,40.8,50.0,48.125,49.77499999999999,46.23333333333333,886.0,894.0,A,A
sindresorhus,ora,27.7,7.8,56.8,75.8,42.1,9.0,11.7,61.7,78.1,62.8,78.1,27.9,36.0,13.9,60.0,31.125000000000004,40.3,42.025,34.45,35.86666666666667,672.0,718.0,B,B
visionmedia,node-progress,5.3,0.0,26.3,60.1,31.7,0.0,0.0,43.0,62.2,61.3,0.3,48.2,7.7,0.0,46.1,18.675,23.6,22.925,25.5,22.366666666666664,226.0,234.5,D,D
Gozala,querystring,5.3,2.2,22.1,76.5,33.2,3.1,5.8,46.5,24.2,33.6,83.5,44.5,34.0,3.8,33.0,22.150000000000002,27.7,26.525,28.825,25.833333333333332,372.5,362.0,D,D
mishoo,UglifyJS,59.1,9.0,80.7,61.5,41.4,17.0,0.0,63.7,83.4,85.0,19.9,66.3,15.4,24.8,60.7,30.525,42.3,52.575,41.8,41.63333333333333,806.0,757.0,A,B
mathiasbynens,he,12.7,0.0,41.1,65.5,34.2,0.0,0.0,61.0,64.6,59.3,88.9,31.4,43.1,0.0,18.5,23.8,30.7,29.825,23.25,25.625,361.5,472.5,D,C
expressjs,compression,35.3,0.0,37.3,57.6,34.5,0.0,0.0,63.4,61.4,57.3,91.2,43.8,45.9,2.0,41.8,24.475,34.3,32.55,33.375,30.133333333333336,538.0,579.5,C,C
dcodeIO,long.js,18.2,9.2,22.0,45.2,35.5,9.8,0.0,35.6,43.5,55.7,0.4,42.6,25.2,18.3,34.9,20.225,25.1,23.650000000000002,30.25,24.708333333333332,315.0,274.5,D,D
webpack,memory-fs,4.4,0.0,11.8,58.9,28.5,1.9,0.0,46.9,43.8,38.1,81.7,23.9,73.4,0.0,55.2,19.325,29.7,18.775,38.12500000000001,25.40833333333333,353.0,433.0,D,C
arcanis,jest-pnp-resolver,13.5,0.0,12.4,47.8,28.5,0.0,0.0,27.3,10.5,13.1,83.2,2.4,34.7,0.0,17.6,13.95,18.2,18.424999999999997,13.675,15.35,98.0,132.0,F,F
unshiftio,url-parse,20.5,0.0,31.7,53.6,28.6,0.0,0.0,48.6,46.0,41.8,86.4,20.4,44.2,0.0,51.5,19.3,29.1,26.450000000000003,29.025,24.925,325.0,415.0,D,C
sindresorhus,meow,19.7,16.4,46.9,76.4,41.6,21.0,11.8,57.4,65.4,49.2,77.9,37.2,35.3,19.7,59.9,32.95,40.1,39.85,38.025,36.94166666666667,697.0,711.5,B,B
Leonidas-from-XIV,node-xml2js,23.1,20.7,46.9,47.0,42.1,13.2,7.8,52.2,69.0,72.1,20.0,47.6,48.5,3.9,70.1,28.825,37.1,34.425,42.525,35.25833333333333,657.0,640.0,B,B
babel,babel-loader,37.9,22.4,75.7,43.0,47.3,22.6,18.8,67.3,68.9,69.1,90.0,41.2,77.6,22.1,73.7,39.0,49.8,44.75,53.650000000000006,45.800000000000004,879.0,887.0,A,A
iamkun,dayjs,24.2,31.9,69.2,8.1,59.6,34.8,37.8,72.1,97.1,91.0,71.0,29.4,84.7,34.0,82.2,51.075,54.1,33.35,57.575,47.333333333333336,908.0,955.5,A,A
date-fns,date-fns,26.9,36.6,56.6,10.6,60.8,40.8,37.1,75.9,96.0,88.0,72.8,46.8,73.3,40.1,72.1,53.65,54.1,32.675,58.07499999999999,48.133333333333326,922.0,955.5,A,A
request,request,38.1,5.1,80.1,50.4,43.6,11.8,0.0,79.1,93.1,93.9,83.8,45.7,45.3,0.0,86.2,33.625,46.2,43.425,44.3,40.449999999999996,781.0,829.5,B,A
Qix-,color,24.4,0.0,41.2,54.1,34.4,0.0,0.0,67.7,68.6,64.2,81.2,56.9,38.0,0.0,61.8,25.525,35.6,29.924999999999997,39.175,31.541666666666668,573.0,602.5,C,B
sindresorhus,get-stdin,19.7,0.7,46.2,76.3,36.6,1.4,7.9,39.3,26.7,20.9,78.6,31.0,39.8,4.3,44.7,21.3,30.0,35.725,29.95,28.99166666666667,498.0,444.5,C,C
puleos,object-hash,20.5,0.0,44.0,14.3,31.9,0.0,0.0,52.6,51.2,49.7,84.6,25.1,74.3,8.3,60.4,21.125,32.7,19.7,42.025,27.616666666666664,438.0,543.5,C,C
svg,svgo,33.2,31.0,80.5,16.1,56.5,41.1,37.7,80.4,89.7,85.3,87.7,58.8,70.9,38.3,61.6,53.925,55.6,40.199999999999996,57.400000000000006,50.50833333333333,957.0,976.0,A,A
webpack-contrib,style-loader,54.9,21.4,52.9,62.2,42.5,19.1,18.4,67.5,54.1,69.9,87.3,58.8,76.1,22.4,63.9,36.875,49.0,47.849999999999994,55.3,46.67499999999999,894.0,873.0,A,A
mridgway,hoist-non-react-statics,11.1,0.0,27.3,64.5,29.0,0.0,0.0,49.7,55.7,40.7,79.2,23.2,84.1,0.0,62.2,19.675,33.5,25.725,42.375,29.258333333333336,508.0,565.0,C,C
ljharb,shell-quote,6.4,6.0,50.2,48.2,39.2,6.5,8.0,6.8,9.7,10.3,6.9,0.2,15.5,15.2,51.0,15.125,19.9,27.700000000000003,20.475,21.1,182.0,150.0,F,F
clean-css,clean-css,40.3,23.3,79.4,24.9,51.0,20.8,29.4,66.2,67.4,63.8,88.3,45.5,51.6,27.6,45.8,41.85,45.9,41.975,42.625,42.15,815.0,825.0,A,A
jsx-eslint,eslint-plugin-react,33.8,24.3,72.4,22.5,59.5,35.6,38.5,76.5,78.0,93.0,87.2,47.9,50.1,41.1,90.5,52.525,55.0,38.25,57.4,49.39166666666667,945.0,968.5,A,A
mdevils,html-entities,40.7,0.0,22.7,38.6,34.4,3.2,0.0,53.9,36.6,44.0,89.6,45.5,70.7,8.3,29.6,22.875,32.0,25.5,38.525000000000006,28.96666666666667,494.5,519.0,C,C
immutable-js,immutable-js,28.0,22.8,51.0,42.3,45.9,32.2,24.4,62.2,95.7,88.5,18.1,46.6,57.8,28.4,56.0,41.175000000000004,45.0,36.025,47.199999999999996,41.46666666666667,803.0,813.0,A,A
webpack-contrib,postcss-loader,60.9,25.1,54.8,61.4,46.7,26.3,26.8,62.0,62.0,55.4,88.6,42.0,76.6,29.1,63.8,40.45,50.6,50.55,52.87499999999999,47.958333333333336,919.0,903.5,A,A
mcollina,split2,18.1,0.0,29.6,62.6,31.7,0.0,0.0,36.4,23.7,18.8,66.2,36.8,31.4,5.3,47.9,17.025,25.7,27.575000000000003,30.349999999999998,24.983333333333334,329.5,292.0,D,D
TypeStrong,fork-ts-checker-webpack-plugin,46.4,29.2,86.7,36.8,48.6,22.4,30.4,57.8,56.4,57.7,81.5,35.7,79.3,27.1,56.5,39.8,48.9,49.77499999999999,49.650000000000006,46.40833333333333,889.5,871.0,A,A
unclechu,node-deep-extend,8.5,0.0,17.2,49.2,33.2,0.0,0.0,31.5,20.2,30.3,32.4,43.0,23.8,0.0,36.4,16.175,20.3,18.725,25.8,20.233333333333334,165.0,158.0,F,F
rollup,rollup,30.6,24.3,87.5,36.5,64.1,43.7,40.1,77.4,92.9,85.6,83.7,47.4,61.3,43.0,59.3,56.324999999999996,56.5,44.725,52.75,51.26666666666667,972.0,982.5,A,A
zertosh,invariant,3.8,0.0,23.2,45.5,33.2,0.0,0.0,47.1,49.2,35.1,83.0,21.2,39.7,0.0,24.9,20.075000000000003,24.5,18.125,21.45,19.883333333333336,159.0,258.0,F,D
http-party,node-http-proxy,16.0,9.2,66.6,51.8,45.8,8.6,0.0,60.7,84.5,89.1,20.4,48.6,55.6,0.0,81.0,28.775,40.1,35.9,46.3,36.99166666666667,700.0,711.5,B,B
lquixada,cross-fetch,30.9,17.5,42.5,22.9,44.0,20.6,9.9,46.3,54.0,41.5,69.0,20.6,45.6,21.5,21.8,30.200000000000003,32.3,28.450000000000003,27.375,28.675,486.0,529.0,C,C
sindresorhus,log-update,13.8,1.9,54.7,76.0,30.9,3.9,0.1,40.6,46.7,23.0,68.5,24.1,33.3,2.3,43.0,18.875,28.8,36.6,25.674999999999997,27.05,413.0,403.5,C,C
then,promise,14.2,13.7,42.4,51.3,30.9,3.4,0.0,65.3,60.6,63.7,87.0,49.9,36.4,0.0,50.0,24.9,34.0,30.4,34.075,29.791666666666668,525.0,573.5,C,C
sindresorhus,del,22.9,9.6,51.7,76.2,38.2,7.3,10.0,50.4,51.0,33.3,83.6,33.7,40.2,9.8,53.8,26.475,35.9,40.099999999999994,34.375,33.65,625.0,612.0,B,B
sindresorhus,boxen,27.7,5.5,46.4,76.3,37.9,7.5,18.1,47.1,52.9,31.7,77.5,26.5,40.6,17.3,61.5,27.65,36.8,38.974999999999994,36.474999999999994,34.36666666666667,638.0,632.0,B,B
maxogden,extract-zip,5.4,0.0,32.0,0.0,30.2,0.0,0.0,41.6,28.8,45.9,66.5,25.1,44.2,0.0,41.1,17.95,22.4,9.35,27.6,18.3,131.0,197.5,F,F
dominictarr,rc,8.7,0.0,34.4,91.1,28.0,0.0,0.0,51.4,45.8,42.3,80.3,37.3,36.8,0.0,48.4,19.85,30.7,33.55,30.624999999999996,28.00833333333333,456.0,472.5,C,C
protobufjs,protobuf.js,30.2,22.5,33.4,49.4,51.1,24.9,24.3,58.1,78.8,85.4,15.2,52.9,48.1,26.9,51.5,39.6,41.9,33.875,44.85,39.44166666666666,757.0,748.0,B,B
kriskowal,q,18.0,9.0,53.8,80.5,36.3,12.3,0.0,76.1,86.0,83.1,88.2,47.2,43.9,0.0,66.0,31.174999999999997,42.3,40.325,39.275000000000006,36.925000000000004,696.0,757.0,B,B
chimurai,http-proxy-middleware,30.8,26.1,82.7,10.0,44.2,25.8,10.1,71.7,79.9,77.6,89.1,40.2,74.7,20.7,33.5,37.949999999999996,44.7,37.4,42.275000000000006,39.208333333333336,752.0,808.5,B,A
jantimon,html-webpack-plugin,54.3,27.6,44.4,47.5,51.2,19.4,28.7,69.3,80.3,84.4,86.3,26.3,61.7,26.6,67.6,42.14999999999999,49.5,43.449999999999996,45.550000000000004,43.71666666666667,843.0,880.5,A,A
reactjs,react-transition-group,22.0,0.0,28.9,33.0,39.0,0.0,0.0,62.8,79.5,73.7,73.9,24.2,89.2,1.4,73.3,25.45,37.9,20.975,47.025,31.149999999999995,564.0,656.5,C,B
auth0,node-jsonwebtoken,31.9,24.3,58.0,69.5,43.5,19.9,0.2,51.9,87.7,83.0,5.7,31.4,20.9,11.5,69.8,28.875,38.3,45.925,33.4,36.06666666666666,677.0,666.0,B,B
react-bootstrap,dom-helpers,10.4,0.0,15.2,37.5,31.5,0.0,0.0,38.2,29.1,31.8,74.2,17.9,83.2,0.0,39.0,17.425,26.3,15.775,35.025,22.741666666666664,242.0,313.0,D,D
mde,ejs,27.8,0.0,78.0,65.5,40.8,3.5,0.0,68.2,75.2,76.4,83.3,37.9,51.4,0.2,60.2,28.125,40.8,42.825,37.425,36.125,678.0,729.5,B,B
TooTallNate,node-bindings,5.6,0.0,19.4,78.3,31.5,0.0,0.0,29.6,29.2,38.8,5.8,44.5,10.2,0.0,36.6,15.275,20.4,25.825,22.825,21.308333333333334,194.0,159.0,F,F
hij1nx,EventEmitter2,15.6,0.0,75.5,0.0,39.7,3.5,0.0,59.5,61.8,58.3,61.1,56.9,31.8,0.0,55.0,25.675,31.4,22.775,35.925,28.125,464.0,499.0,C,C
sindresorhus,pretty-bytes,19.0,13.7,45.1,75.8,36.6,6.5,10.2,50.6,46.5,35.7,85.4,34.9,42.3,9.9,49.6,25.975,35.2,38.4,34.175000000000004,32.85,608.5,595.0,B,C
webpack-contrib,sass-loader,53.4,28.7,55.4,62.7,52.7,28.9,29.5,68.5,67.2,68.3,87.6,50.8,76.4,30.8,50.5,44.900000000000006,52.0,50.05,52.125,49.025,938.0,920.0,A,A
AriaMinaei,pretty-error,6.9,0.0,38.0,51.6,32.1,0.0,0.0,48.6,53.4,26.3,86.0,28.9,62.8,0.0,33.5,20.175,28.9,24.125,31.299999999999997,25.2,344.0,407.0,D,C
handlebars-lang,handlebars.js,37.6,25.3,55.8,19.5,52.2,30.9,30.5,75.6,88.1,90.1,76.2,48.2,78.1,29.4,76.0,47.3,52.3,34.55,57.925,46.59166666666666,892.0,924.5,A,A
browserify,commonjs-assert,22.7,8.6,36.3,64.1,33.6,11.8,10.3,22.7,24.7,29.2,5.9,30.9,20.7,8.8,31.0,19.599999999999998,23.6,32.925,22.85,25.125,337.5,234.5,D,D
JedWatson,classnames,52.8,29.1,61.3,62.2,49.0,35.9,27.6,63.5,87.6,71.4,75.0,20.1,47.9,28.9,69.8,44.0,50.3,51.349999999999994,41.675,45.67499999999999,877.0,896.5,A,A
motdotla,dotenv-expand,52.8,23.8,69.2,74.6,36.2,2.5,7.4,44.7,43.6,39.4,83.9,11.8,70.3,15.5,53.0,22.700000000000003,40.3,55.1,37.650000000000006,38.48333333333334,739.0,718.0,B,B
mafintosh,tar-fs,27.0,1.3,24.6,69.7,31.7,2.5,7.5,39.1,27.6,35.9,65.3,27.7,32.6,11.3,48.3,20.2,28.6,30.65,29.975,26.941666666666663,409.0,399.0,C,D
webpack-contrib,mini-css-extract-plugin,52.9,27.6,59.6,62.8,54.1,26.2,26.0,62.5,68.4,67.3,86.8,27.6,64.1,29.6,56.8,42.2,49.7,50.724999999999994,44.525,45.81666666666666,880.0,884.0,A,A
webpack,webpack-dev-server,58.4,30.4,79.1,58.6,52.6,36.1,17.0,78.6,75.7,85.9,89.7,62.9,64.4,30.6,76.8,46.074999999999996,56.9,56.625,58.675,53.791666666666664,992.0,987.5,A,A
bripkens,connect-history-api-fallback,13.0,2.4,31.1,54.5,35.7,2.4,7.6,56.4,55.8,47.6,90.2,32.1,83.4,4.6,20.8,25.525,33.3,25.25,35.225,28.666666666666668,484.5,557.5,C,C
webpack-contrib,file-loader,30.5,0.0,60.6,62.6,30.0,0.0,0.0,65.4,56.0,60.8,87.9,57.1,88.1,0.0,56.5,23.85,40.5,38.425,50.425,37.56666666666666,716.0,722.0,B,B
jashkenas,underscore,35.2,16.0,58.6,57.2,42.7,14.0,12.0,78.3,94.4,96.3,72.9,49.5,75.3,17.6,81.7,36.75,50.3,41.75,56.025,44.84166666666667,861.0,896.5,A,A
github,fetch,49.9,26.0,82.7,57.2,52.6,37.2,32.6,78.4,93.3,93.2,85.0,42.1,51.2,36.1,73.3,50.2,56.7,53.95,50.675,51.60833333333333,973.0,984.5,A,A
prettier,eslint-plugin-prettier,39.1,28.3,73.5,22.3,53.9,35.9,30.8,51.6,63.3,54.1,72.0,16.9,54.8,32.1,58.2,43.050000000000004,45.2,40.800000000000004,40.5,41.45,802.0,816.0,A,A
winstonjs,winston,32.7,33.7,89.2,48.0,56.2,34.2,34.7,75.0,91.2,88.6,59.9,60.2,50.3,33.2,76.5,50.025000000000006,55.2,50.900000000000006,55.05,51.991666666666674,976.0,970.0,A,A
nodejs,node-gyp,33.9,29.5,83.1,56.0,57.7,35.5,37.6,74.0,78.9,88.2,77.4,51.6,38.0,38.9,67.7,51.199999999999996,54.1,50.625,49.05,50.291666666666664,955.0,955.5,A,A
jsx-eslint,eslint-plugin-jsx-a11y,19.9,23.2,80.2,22.2,53.1,26.8,30.1,63.5,64.2,73.3,84.4,32.0,49.6,34.3,78.0,43.375,47.6,36.375,48.474999999999994,42.74166666666667,828.0,849.0,A,A
expressjs,serve-index,12.9,0.0,38.7,54.5,30.6,0.0,0.0,53.3,30.8,49.1,90.3,42.8,48.0,0.0,14.2,20.975,27.7,26.525,26.25,24.583333333333332,306.0,362.0,D,D
zspecza,common-tags,16.0,0.0,73.9,60.2,29.7,0.0,0.0,31.7,57.6,34.0,6.0,29.0,60.2,0.0,61.9,15.35,29.9,37.525000000000006,37.775,30.21666666666667,540.0,439.5,C,C
felixge,node-stack-trace,3.9,0.0,32.5,78.8,34.4,0.0,0.0,33.0,31.5,23.4,30.9,46.4,63.9,0.0,48.2,16.85,27.7,28.799999999999997,39.625,28.425,476.0,362.0,C,D
ramda,ramda,44.3,22.7,49.3,36.8,53.2,29.0,35.4,71.7,92.3,86.0,60.5,47.8,66.9,30.4,92.1,47.325,53.1,38.275,59.3,48.29999999999999,926.0,938.0,A,A
syntax-tree,unist-util-visit,30.5,5.2,67.6,47.9,29.9,10.4,5.2,32.6,22.2,15.3,62.3,30.6,40.0,4.3,35.7,19.525000000000002,28.1,37.8,27.65,28.325,471.5,377.0,C,D
sindresorhus,gzip-size,23.2,0.0,52.8,33.4,30.8,0.0,0.0,36.9,19.1,14.7,84.1,29.9,42.7,0.0,46.4,16.925,26.1,27.35,29.75,24.675,312.5,306.0,D,D
survivejs,webpack-merge,33.3,11.2,71.0,32.1,41.7,12.6,19.0,50.7,61.0,47.4,78.5,15.8,57.3,13.9,43.9,31.0,37.6,36.9,32.725,33.541666666666664,621.0,649.0,B,B
