owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,usage_popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,trustee_avg,popularity_component,community_activity_and_integrity_component,maintenance_and_goodwill_component,code_quality_component,component_avg,component_rank,component_rank_grade,trustee_rank,trustee_rank_grade,component_zscore,component_z_grade,trustee_zscore,trustee_z_grade
aws,aws-sdk-js,49.8,35.0,29.8,87.9,46.7,43.6,56.3,38.1,36.4,58.4,75.3,86.9,3.7,67.8,42.0,24.6,40.5,60.9,68.6,48.5,56.133333333333326,46.73333333333333,49.85000000000001,48.45,48.344444444444456,935.0,A,873.0,A,1.5917612875266232,A,1.31156697538801,B
hughsk,flat,41.1,24.1,15.2,37.0,88.2,27.5,40.1,21.7,20.7,53.9,55.1,54.8,67.6,38.0,39.1,44.6,17.6,55.1,45.8,40.4,59.06666666666666,35.391666666666666,41.125,38.825,38.44722222222222,743.5,B,731.0,B,0.7322558958523409,B,0.6679369703205563,B
alexreardon,memoize-one,27.7,30.5,0.0,42.2,38.0,10.6,31.8,0.0,0.0,46.4,62.2,36.7,65.6,20.9,30.4,73.6,0.0,17.8,36.5,28.8,54.800000000000004,21.650000000000002,27.675,28.074999999999996,25.8,407.0,C,429.0,C,-0.3660680020687938,C,-0.25380476533159907,C
expressjs,cors,41.2,34.2,2.1,71.1,57.4,16.7,38.2,11.8,0.0,63.8,72.4,69.5,79.1,34.1,36.4,44.2,3.1,61.8,52.9,39.5,73.66666666666667,30.916666666666668,41.199999999999996,35.8,35.97222222222222,681.0,B,709.0,B,0.5173192402301727,B,0.5964225253130616,B
remix-run,react-router,31.4,27.6,27.5,58.2,12.4,49.2,61.4,44.4,41.7,82.0,97.6,97.7,79.3,53.2,63.1,81.3,44.7,63.4,81.5,56.4,91.53333333333335,59.75833333333334,31.425000000000004,60.64999999999999,50.61111111111111,965.0,A,990.5,A,1.7886056320694828,A,1.9393048815649088,A
crypto-browserify,createHash,6.6,0.0,0.0,26.4,0.0,9.9,29.7,0.0,0.0,13.7,12.3,20.6,3.0,19.1,12.9,12.5,0.0,26.2,14.3,10.8,12.933333333333332,10.658333333333333,6.6,14.450000000000001,10.569444444444445,44.0,F,52.0,F,-1.6887365573733362,F,-1.6840936654814955,F
BerkeleyTrue,warning,20.6,0.0,0.0,50.8,31.5,10.6,31.9,0.0,0.0,33.4,21.8,17.3,72.3,22.4,38.5,79.8,0.0,35.9,16.6,25.8,37.13333333333333,17.258333333333333,20.575,34.525,24.11944444444444,322.0,D,323.5,D,-0.5120126447752047,D,-0.4921862486899151,C
then,is-promise,20.1,0.0,0.0,29.4,51.0,9.5,28.4,0.0,0.0,40.7,23.9,19.8,78.8,40.2,18.8,36.4,0.0,19.9,17.7,22.3,40.733333333333334,17.28333333333333,20.1,24.125,20.502777777777776,193.0,F,219.5,D,-0.8260951651119751,D,-0.7702979792746172,D
immerjs,immer,22.6,28.0,15.6,36.5,10.5,21.9,43.4,17.2,5.2,70.9,94.0,78.1,81.6,29.9,57.1,85.8,19.1,66.3,64.7,43.1,84.53333333333333,37.58333333333333,22.65,50.275,36.83611111111111,703.0,B,790.0,B,0.5923420235056992,B,0.882480305343041,B
avoidwork,filesize.js,38.2,26.0,20.5,46.0,60.2,33.5,44.1,26.6,29.8,54.1,53.3,39.9,83.4,39.9,39.8,53.8,17.8,48.0,42.2,41.4,58.800000000000004,39.825,38.175,39.875,39.291666666666664,761.0,B,749.5,B,0.8055900634271319,B,0.7473974647733284,B
jest-community,eslint-plugin-jest,29.8,29.8,31.3,39.5,18.6,42.3,54.2,40.0,32.6,54.6,48.1,56.4,79.8,34.0,57.8,60.2,37.7,75.5,48.9,46.1,61.4,47.050000000000004,29.799999999999997,51.849999999999994,42.9,836.0,A,842.5,A,1.1189488913207304,B,1.120861788701357,B
typicode,husky,39.1,37.3,35.0,41.5,42.5,44.5,60.5,35.2,37.7,71.8,95.5,80.9,64.4,46.6,47.9,58.8,36.0,48.9,73.6,50.8,80.26666666666667,53.41666666666667,39.075,47.574999999999996,46.68888888888889,899.0,A,914.0,A,1.4479877221497286,B,1.4943261126293852,B
mscdex,busboy,27.0,13.0,6.4,30.5,58.2,19.2,42.6,9.6,5.3,55.5,61.6,55.6,73.0,31.9,24.2,40.2,5.4,27.1,45.5,31.5,63.333333333333336,30.208333333333332,27.025,26.150000000000006,27.794444444444448,474.0,C,531.0,C,-0.1928642773362272,C,-0.03926143030911462,C
stefanpenner,es6-promise,28.0,0.0,0.0,30.5,81.6,10.7,32.2,0.0,0.0,62.4,74.7,72.5,74.3,28.0,53.2,83.0,0.0,76.7,52.6,38.6,73.83333333333333,26.508333333333333,28.025,46.925,33.81944444444444,637.0,B,681.0,B,0.3303653590773329,C,0.5249080803055669,B
postcss,postcss-import,37.3,35.6,31.5,30.4,51.6,32.2,45.6,30.6,20.4,54.5,51.4,45.2,81.9,39.7,44.1,46.3,25.8,60.1,42.9,42.0,59.43333333333334,39.00833333333333,37.275,42.97500000000001,39.75277777777778,774.0,B,757.0,B,0.8456343786159987,B,0.7950737614449916,B
MikeMcl,bignumber.js,31.5,36.6,15.5,34.4,39.5,28.3,49.8,14.6,20.5,63.1,73.5,75.6,66.6,36.6,21.1,32.2,10.8,20.4,59.1,36.0,71.89999999999999,39.199999999999996,31.5,25.0,31.899999999999995,595.0,C,628.5,B,0.16367486633331677,C,0.3183107947283595,C
felixge,node-dateformat,30.5,0.0,0.0,43.2,79.0,10.6,31.7,0.0,0.0,42.7,50.9,51.1,10.0,58.9,41.3,53.0,0.0,70.9,37.5,31.3,38.33333333333333,17.508333333333333,30.55,45.7,31.25277777777778,584.0,C,522.5,C,0.10746808658027009,C,-0.05515352919966897,C
benjamn,recast,36.8,18.0,24.6,31.8,72.7,28.6,46.7,26.9,12.1,60.0,68.8,64.8,68.0,38.5,55.4,68.6,20.6,77.0,54.1,45.2,67.2,38.225,36.775000000000006,51.175,42.05833333333333,822.0,A,826.5,A,1.0458559545603296,B,1.0493473436938623,B
validatorjs,validator.js,34.4,24.5,22.6,54.3,36.1,41.5,58.5,31.4,34.6,61.6,91.7,91.2,7.0,56.5,51.1,28.9,37.7,86.8,74.8,47.1,61.666666666666664,46.541666666666664,34.375,52.474999999999994,44.46388888888888,856.0,A,849.0,A,1.2547618398227285,B,1.2003222831541291,B
reduxjs,redux,38.7,20.1,24.0,88.5,22.3,46.4,59.4,39.2,40.4,78.1,98.2,98.5,74.9,40.6,68.2,87.9,39.5,77.1,81.0,57.8,90.53333333333335,57.38333333333334,38.725,61.275,52.461111111111116,986.0,A,994.0,A,1.9492653544537302,A,2.0505495737987895,A
moment,moment-timezone,38.9,35.6,16.3,56.6,47.2,30.2,51.8,18.4,20.3,67.6,66.7,78.7,64.1,60.9,54.9,64.0,20.8,79.8,58.5,47.9,69.83333333333333,40.08333333333333,38.925,56.37500000000001,45.12777777777777,868.0,A,864.0,A,1.3124160044621205,B,1.2638906787163466,B
hapijs,joi,42.0,35.9,33.5,41.3,57.5,41.5,57.9,34.1,32.5,71.3,90.1,86.5,72.5,36.2,52.6,45.4,28.7,83.8,72.7,51.9,83.03333333333333,51.88333333333333,42.05,48.52499999999999,47.48611111111111,914.0,A,930.5,A,1.5172209658798765,A,1.5817326565274346,A
node-formidable,formidable,40.9,32.7,22.0,71.1,37.8,20.4,44.6,11.2,5.4,67.3,74.0,74.8,67.0,53.5,54.5,75.1,21.6,66.8,56.4,45.8,71.93333333333334,33.28333333333334,40.9,54.24999999999999,42.81111111111111,833.0,A,839.0,A,1.1112295052602261,B,1.0970236403655251,B
remix-run,history,16.3,16.2,0.0,36.1,12.7,12.0,36.1,0.0,0.0,65.1,76.8,80.6,74.6,28.6,45.1,81.1,0.0,54.3,56.5,34.6,77.33333333333333,28.358333333333334,16.25,40.99999999999999,28.536111111111108,500.0,C,603.0,B,-0.1284556498938946,C,0.20706610249447877,C
dominictarr,split,26.9,0.0,0.0,16.9,90.8,10.1,30.4,0.0,0.0,38.6,27.6,22.9,67.4,36.6,17.7,34.2,0.0,19.0,20.2,23.4,39.26666666666667,17.416666666666668,26.924999999999997,22.450000000000003,22.26388888888889,258.0,D,248.5,D,-0.6731548287882325,D,-0.6828914353765682,D
yeoman,configstore,33.0,15.6,0.0,51.3,65.3,12.1,36.2,0.0,0.0,48.5,43.4,28.0,77.2,45.5,32.4,41.5,3.2,52.6,27.8,31.5,49.46666666666666,21.416666666666664,33.05,35.7,30.055555555555554,552.0,C,531.0,C,0.0034976055778517447,C,-0.03926143030911462,C
gulpjs,findup-sync,26.3,0.0,10.5,38.2,56.2,13.5,32.3,2.8,5.5,38.6,15.0,18.6,73.1,47.8,26.2,43.8,5.1,29.6,15.7,26.1,35.5,19.025,26.225,31.575,25.608333333333334,399.5,D,336.5,D,-0.3827129282617563,C,-0.4683481003540835,C
airbnb,babel-plugin-dynamic-import-node,26.2,0.0,0.0,43.1,61.9,10.2,30.5,0.0,0.0,39.9,36.0,31.3,84.2,8.2,30.4,55.3,0.0,35.9,25.8,26.7,50.53333333333334,20.258333333333333,26.25,24.849999999999998,23.78611111111111,310.0,D,359.5,D,-0.5409603425020956,D,-0.4206718036824204,C
image-size,image-size,30.2,19.7,13.6,40.2,47.2,22.4,41.6,21.4,4.0,56.9,57.1,53.1,76.9,40.5,36.6,71.0,3.2,35.6,44.2,36.5,62.300000000000004,32.325,30.175,37.575,33.358333333333334,630.0,B,644.0,B,0.2903210438884668,C,0.3580410419547455,C
ladjs,superagent,36.6,18.5,23.1,63.1,41.5,36.1,50.8,27.8,29.9,76.3,86.7,84.6,64.8,69.2,56.3,59.6,24.7,84.6,69.1,51.3,78.7,46.800000000000004,36.55,59.52499999999999,47.625,917.0,A,920.5,A,1.5292825065994151,A,1.5340563598557713,A
tildeio,rsvp.js,24.1,0.0,0.0,42.2,54.2,12.9,29.8,8.8,0.0,59.9,66.1,60.8,77.3,35.4,55.8,87.8,0.0,79.6,46.6,38.2,68.10000000000001,26.675,24.1,50.699999999999996,33.824999999999996,638.0,B,675.0,B,0.3308478207061142,C,0.4931238825244582,C
normalize,mz,19.2,0.0,0.0,29.8,46.8,10.0,30.1,0.0,0.0,45.5,52.0,28.1,78.0,23.8,30.6,43.5,0.0,48.3,30.0,26.3,52.63333333333333,20.683333333333334,19.15,28.9,22.911111111111108,279.0,D,348.0,D,-0.6169480490351855,D,-0.4524560014635291,C
ljharb,js-traverse,31.9,0.0,15.3,64.0,48.1,23.2,35.6,17.4,16.6,7.2,11.4,10.0,7.1,0.3,28.0,17.1,23.6,43.3,14.9,22.6,7.800000000000001,19.35,31.85,21.075,24.09166666666667,319.0,D,228.0,D,-0.5144249529191117,D,-0.7464598309387855,D
pimterry,loglevel,42.7,29.5,23.8,56.6,61.0,28.8,42.9,30.2,13.3,60.2,60.4,51.7,79.7,49.0,40.1,44.7,16.0,59.7,47.0,43.0,63.833333333333336,37.55833333333334,42.724999999999994,42.35,40.87777777777777,800.0,A,785.5,B,0.9433328584442562,B,0.8745342558977637,B
Urthen,case-sensitive-paths-webpack-plugin,17.4,3.1,0.0,19.6,46.9,10.8,32.3,0.0,0.0,37.3,30.4,24.9,83.1,10.7,44.1,85.4,0.0,47.0,22.0,27.4,46.06666666666666,19.591666666666665,17.4,35.775,24.25555555555555,336.0,D,384.0,D,-0.5001923348700575,D,-0.3650494575654801,C
blakeembrey,pluralize,28.0,3.1,0.5,40.6,67.9,12.5,33.2,1.1,3.1,57.5,58.2,53.5,73.2,44.9,41.2,68.9,1.6,53.0,41.4,34.8,61.53333333333334,24.733333333333334,28.025000000000002,42.1,31.61944444444445,589.0,C,606.0,B,0.13931055407985088,C,0.22295820138503283,C
dashed,shallowequal,21.9,0.0,0.0,33.6,53.9,10.1,30.2,0.0,0.0,30.2,19.3,14.0,70.7,17.0,39.2,80.7,0.0,36.8,14.5,25.3,34.5,16.175,21.875,33.625,23.891666666666666,316.0,D,309.0,D,-0.5317935715552468,D,-0.5319164959163012,D
shelljs,shelljs,42.8,34.2,26.5,79.8,30.7,32.9,49.2,24.3,25.3,71.2,85.2,75.4,72.1,52.2,46.9,46.5,24.2,70.0,64.5,48.5,77.56666666666668,44.09166666666667,42.8,48.224999999999994,45.03888888888889,865.0,A,873.0,A,1.3046966184016169,B,1.31156697538801,B
markedjs,marked,29.4,24.3,25.2,59.5,8.5,49.1,62.6,44.8,40.0,80.7,95.6,94.1,63.1,70.0,58.8,58.4,41.7,76.3,79.6,54.5,84.26666666666667,57.916666666666664,29.375,61.599999999999994,49.63055555555555,950.0,A,970.0,A,1.703451154589544,A,1.7883299421046421,A
http-party,node-portfinder,18.8,0.0,0.0,23.3,51.8,11.3,32.3,1.7,0.0,55.4,43.5,40.3,82.6,55.1,39.2,53.4,0.5,63.8,31.7,31.2,55.333333333333336,22.333333333333336,18.775,43.199999999999996,28.102777777777778,485.0,C,518.0,C,-0.16608765693885302,C,-0.0630995786449463,C
PrismJS,prism,28.1,26.4,14.8,42.8,28.6,21.1,48.2,15.2,0.0,61.0,82.0,84.0,20.8,57.0,45.7,56.2,12.4,68.4,62.4,39.0,62.23333333333333,31.40833333333333,28.15,48.5,36.019444444444446,683.0,B,693.5,B,0.5214201640748158,B,0.5566922780866755,B
chaijs,chai,48.7,35.4,26.7,75.8,56.9,39.1,55.8,32.5,29.2,70.3,76.5,74.6,67.8,62.2,52.7,53.3,31.3,73.4,63.4,52.7,72.96666666666665,47.61666666666666,48.699999999999996,55.05,50.455555555555556,962.0,A,942.5,A,1.7750967064636005,A,1.6453010520896527,A
domenic,opener,26.2,20.9,0.0,21.6,62.4,11.5,34.5,0.0,0.0,40.7,25.1,18.7,71.3,47.5,27.5,64.0,0.0,18.6,18.4,26.5,38.13333333333333,18.15833333333333,26.225,32.525,25.63611111111111,403.0,C,356.0,D,-0.38030062011784893,C,-0.4365639025729748,C
sindresorhus,get-port,31.5,0.0,0.0,50.7,75.2,10.8,32.5,0.0,0.0,44.0,43.0,32.7,66.1,34.1,32.7,36.2,7.5,54.4,28.8,29.7,47.199999999999996,19.924999999999997,31.475,33.05,28.149999999999995,488.0,C,457.5,C,-0.16198673309421055,C,-0.18229032032410433,C
okonet,lint-staged,38.8,25.0,23.8,46.3,60.0,41.9,58.6,36.5,30.6,63.5,83.2,67.8,62.0,41.0,50.3,52.5,34.5,64.1,64.3,48.6,71.03333333333335,49.18333333333334,38.775,48.025,45.32777777777778,872.0,A,876.0,A,1.3297846230982562,B,1.3195130248332871,B
webpack-contrib,url-loader,29.1,0.0,0.0,55.1,61.5,10.8,32.5,0.0,0.0,58.5,52.1,50.2,79.0,52.6,46.3,85.2,0.0,53.8,37.7,36.2,60.36666666666667,23.21666666666667,29.15,47.9,33.422222222222224,631.0,B,635.5,B,0.2958693526194544,C,0.33420289361891414,C
reactjs,react-lifecycles-compat,21.4,0.0,0.0,52.9,32.9,10.6,31.9,0.0,0.0,31.8,32.0,20.7,70.3,4.1,41.9,79.1,0.0,46.5,21.1,26.4,40.86666666666667,18.191666666666666,21.45,32.425,24.022222222222222,317.0,D,353.0,D,-0.5204557232788809,D,-0.4445099520182521,C
luisrudge,postcss-flexbugs-fixes,12.7,0.0,0.0,38.8,12.2,13.7,32.0,9.2,0.0,40.6,39.8,21.3,82.2,18.9,41.5,72.2,0.0,52.3,24.9,27.1,47.73333333333333,22.23333333333333,12.75,35.85,23.611111111111114,305.0,D,374.0,D,-0.5561578838087132,D,-0.38888760590131144,C
jquery,jquery,52.5,29.0,31.1,88.5,61.5,40.0,55.7,36.8,27.5,83.8,97.9,98.7,79.5,59.0,64.0,69.7,34.6,87.7,78.9,60.1,92.03333333333335,53.00833333333334,52.525,62.75,56.09444444444444,997.0,A,997.0,A,2.264795259676845,A,2.2333087110401655,A
cheeriojs,cheerio,47.0,31.8,34.3,73.7,48.3,41.9,50.4,46.1,29.1,77.7,94.5,87.3,64.9,64.2,59.1,66.0,37.9,73.4,74.6,56.4,82.23333333333333,51.958333333333336,47.025000000000006,60.375,53.11944444444445,991.0,A,990.5,A,2.0064370574643404,A,1.9393048815649088,A
mochajs,mocha,33.5,39.0,25.4,40.8,28.6,37.1,52.4,30.0,29.0,81.3,91.6,93.4,70.5,69.5,64.9,75.6,35.1,84.0,74.0,54.2,85.16666666666667,49.141666666666666,33.449999999999996,66.05,49.54722222222222,949.0,A,966.0,A,1.6962142301578211,A,1.7644917937688107,A
ljharb,json-stable-stringify,35.0,25.2,14.7,52.0,48.1,29.1,43.3,22.6,21.2,24.8,12.0,10.6,76.4,0.1,35.5,41.5,24.0,40.9,17.2,31.1,33.03333333333334,30.033333333333335,35.0,26.625,30.552777777777777,570.0,C,512.5,C,0.04667792135379807,C,-0.07104562809022331,C
rbuckton,reflect-metadata,35.1,31.6,24.5,44.7,39.8,23.3,36.2,30.4,3.2,54.8,63.2,52.5,73.6,30.1,22.5,46.8,11.2,9.7,46.3,33.9,63.0,33.2,35.150000000000006,24.450000000000003,30.933333333333337,577.0,C,584.5,C,0.07972654292533271,C,0.15144375637753812,C
tomas,needle,35.5,11.8,25.2,51.2,53.9,27.1,44.3,15.7,21.3,61.9,53.9,58.7,75.4,59.5,46.2,59.1,16.3,63.0,46.6,42.7,62.63333333333333,35.983333333333334,35.525,49.475,40.327777777777776,788.0,B,779.0,B,0.8955691571948858,B,0.8506961075619324,B
archiverjs,node-archiver,39.1,34.3,32.8,47.7,41.7,36.8,48.7,36.0,25.5,58.4,61.4,57.6,55.5,59.2,38.0,40.6,30.6,42.7,51.9,43.1,58.1,42.075,39.125,43.275000000000006,41.49166666666667,811.5,A,790.0,B,0.9966448684246149,B,0.882480305343041,B
webpack-contrib,copy-webpack-plugin,41.9,34.6,21.6,49.4,62.2,31.5,45.0,24.0,25.6,59.4,62.0,62.1,76.7,36.9,49.7,61.6,27.6,60.0,51.9,45.7,66.89999999999999,40.37499999999999,41.95,46.525,42.949999999999996,837.0,A,837.5,A,1.123291045979764,B,1.0890775909202484,B
reworkcss,css,29.1,12.7,4.6,38.4,60.7,13.9,32.0,9.8,0.0,57.3,53.6,59.3,78.7,37.7,24.1,41.1,0.0,31.3,42.3,31.1,63.800000000000004,26.400000000000002,29.1,27.525000000000002,27.675,470.0,C,512.5,C,-0.20323720235503018,C,-0.07104562809022331,C
js-cookie,js-cookie,44.6,36.6,20.9,84.2,36.8,28.2,41.0,26.9,16.5,68.9,91.0,90.5,58.2,36.0,39.7,42.1,24.2,52.8,69.9,45.4,79.89999999999999,41.074999999999996,44.625,38.775000000000006,41.49166666666667,811.5,A,831.0,A,0.9966448684246149,B,1.0652394425844165,B
chrisdickinson,raf,31.4,0.0,0.0,40.7,85.1,9.3,27.8,0.0,0.0,46.9,39.6,31.6,81.8,34.6,30.2,40.7,0.0,49.8,26.8,29.4,50.86666666666667,19.666666666666668,31.45,31.275,27.46388888888889,461.0,C,444.0,C,-0.22157074424872808,C,-0.206128468659936,C
webpack,webpack-cli,49.9,38.6,27.7,74.6,58.8,38.5,47.0,42.7,26.0,59.2,60.5,72.2,73.5,30.8,47.6,71.7,36.0,35.3,57.1,48.8,68.7,46.1,49.925,43.45,46.491666666666674,897.0,A,879.5,A,1.430860334327985,B,1.3354051237238413,B
dominictarr,JSONStream,33.5,0.0,0.0,43.1,91.0,9.3,27.9,0.0,0.0,54.7,56.6,52.3,67.3,42.5,26.0,33.7,0.0,44.4,39.4,30.9,58.633333333333326,21.633333333333333,33.525,30.15,28.436111111111114,497.0,C,503.5,C,-0.1371399592119615,C,-0.08693772698077795,C
d3,d3-array,18.9,0.0,4.0,18.1,53.3,14.1,28.6,10.4,3.3,44.6,31.9,54.3,52.5,39.7,36.3,53.4,9.1,46.4,33.4,28.5,46.166666666666664,22.116666666666664,18.85,37.15,26.03888888888889,417.0,C,420.0,C,-0.3453221520311882,C,-0.2776429136674307,C
highlightjs,highlight.js,44.4,32.9,31.8,88.9,24.2,46.7,57.8,39.9,42.4,80.1,92.1,94.5,69.4,64.4,51.7,61.6,42.6,50.9,77.8,55.7,85.33333333333333,56.35833333333333,44.45,54.875,51.894444444444446,979.0,A,980.5,A,1.9000542683180148,A,1.8836825354479687,A
reduxjs,react-redux,36.5,25.9,22.3,75.3,22.4,42.5,53.2,38.5,35.8,75.8,92.2,94.2,74.8,42.1,63.4,80.7,37.1,72.5,76.3,54.6,87.06666666666666,53.641666666666666,36.474999999999994,58.099999999999994,49.405555555555544,947.0,A,971.0,A,1.683911458623892,A,1.7962759915499193,A
facebook,fbjs,31.0,19.2,1.5,56.7,46.8,16.2,34.6,13.9,0.0,52.4,57.3,63.1,72.6,16.6,51.7,80.9,7.8,66.5,45.5,37.8,64.23333333333333,28.183333333333337,31.05,42.95,34.06111111111111,644.0,B,669.0,B,0.35135243992932913,C,0.4613396847433489,C
yeoman,update-notifier,42.4,48.0,2.4,57.6,61.6,13.6,32.5,4.8,3.4,57.5,55.3,48.9,76.5,49.3,35.0,39.2,4.3,61.5,39.3,37.1,60.166666666666664,25.21666666666667,42.4,38.575,35.397222222222226,668.0,B,656.0,B,0.46738446165128555,C,0.40571733862640885,C
postcss,postcss-nested,26.1,18.6,6.5,28.4,51.0,18.8,35.7,7.2,13.4,45.1,48.2,31.5,80.6,20.0,38.2,51.8,12.5,50.4,32.8,32.1,53.36666666666667,27.41666666666667,26.125,33.675,29.072222222222223,523.0,C,545.0,C,-0.0818981027164774,C,0.008414866362548708,C
csstools,postcss-plugins,44.5,27.6,31.8,69.6,49.1,39.1,49.1,45.8,22.3,39.0,41.6,31.2,82.4,0.6,42.9,62.4,34.3,32.0,37.3,41.4,51.666666666666664,42.21666666666667,44.525,32.324999999999996,39.68888888888889,773.0,B,749.5,B,0.840086069885011,B,0.7473974647733284,B
angular,angular-cli,54.4,29.1,34.6,89.3,64.7,47.7,56.4,47.7,39.1,68.0,93.9,98.0,32.6,47.3,48.8,59.7,44.0,42.6,79.9,54.7,74.83333333333333,54.50833333333333,54.425,48.400000000000006,52.44444444444445,985.0,A,972.0,A,1.9478179695673858,A,1.8042220409951966,A
reduxjs,reselect,27.3,20.9,28.6,37.5,22.3,41.5,49.8,42.4,32.4,67.4,88.8,73.9,70.6,36.2,54.3,69.8,34.5,58.5,68.1,47.6,77.76666666666667,50.59166666666666,27.325,49.75,42.55555555555555,829.0,A,857.5,A,1.0890362703362757,B,1.2400525303805152,B
fshost,node-dir,24.1,0.0,0.0,30.8,65.6,8.8,26.3,0.0,0.0,36.4,21.6,24.2,63.9,35.9,23.5,40.7,0.0,29.8,18.2,23.2,36.56666666666666,15.716666666666665,24.099999999999998,26.6,22.138888888888886,253.0,D,244.5,D,-0.6840102154358171,D,-0.6987835342671225,D
bruce,node-temp,27.2,2.9,0.0,30.9,74.8,9.1,27.2,0.0,0.0,30.2,31.5,30.1,7.2,51.9,31.4,39.0,0.0,55.3,23.6,24.5,21.166666666666668,12.091666666666667,27.15,36.55,25.263888888888886,383.0,D,283.5,D,-0.41262554924621103,C,-0.5954848914785188,D
Stuk,jszip,30.6,27.7,0.0,21.0,73.8,14.4,38.2,5.0,0.0,69.9,78.6,84.1,67.1,49.6,45.4,68.2,0.0,67.9,59.0,40.1,76.6,29.95,30.625,46.425000000000004,35.666666666666664,670.0,B,725.0,B,0.4907838506471889,C,0.6440988219847249,B
sinonjs,sinon,41.8,30.8,29.6,73.0,34.0,40.7,50.3,36.1,35.5,68.4,78.7,76.5,55.7,62.6,51.3,63.7,35.0,55.1,65.3,50.5,70.3,48.05,41.85,54.1,48.0,925.0,A,908.5,A,1.5618486665421678,A,1.470487964293554,B
webpack-contrib,source-map-loader,41.9,38.6,18.2,48.5,62.2,27.7,35.0,24.1,24.0,45.9,28.1,37.3,79.9,38.1,46.7,64.9,24.8,50.5,31.0,40.6,48.333333333333336,32.858333333333334,41.875,44.575,39.769444444444446,775.0,B,735.5,B,0.8470817635023431,B,0.683829069211111,B
arcanis,pnp-webpack-plugin,16.3,0.0,0.0,17.1,48.0,8.5,25.6,0.0,0.0,29.4,23.5,14.8,76.8,2.4,30.7,80.3,0.0,11.7,15.6,21.2,38.36666666666667,15.991666666666667,16.275,23.6,18.622222222222224,153.0,F,195.5,F,-0.9894084264545201,D,-0.8577045231726665,D
pngjs,pngjs,25.5,2.9,19.2,45.0,34.9,16.1,31.3,17.1,0.0,38.6,37.5,39.5,62.6,14.9,40.3,70.1,13.2,37.6,31.0,30.1,46.43333333333333,23.708333333333332,25.5,33.949999999999996,27.719444444444445,472.0,C,476.5,C,-0.19937750932477802,C,-0.15050612254299536,C
jshttp,basic-auth,21.9,0.0,0.0,30.4,57.2,8.6,25.7,0.0,0.0,46.3,38.5,37.0,72.4,37.4,26.8,47.5,0.0,33.0,28.0,25.9,49.333333333333336,18.758333333333333,21.9,29.475,23.377777777777776,295.0,D,326.5,D,-0.5764212722175376,D,-0.48424019924463807,C
Raynos,global,29.3,0.0,0.0,28.3,88.8,8.3,24.8,0.0,0.0,32.9,22.8,17.6,66.7,24.6,16.3,35.8,0.0,13.2,16.2,21.7,35.46666666666667,15.066666666666666,29.275,18.4,20.913888888888888,206.0,D,208.5,D,-0.7903930045821425,D,-0.8179742759462806,D
JedWatson,react-select,44.3,29.4,18.5,67.3,62.1,38.0,52.6,28.6,32.7,71.2,94.2,95.3,52.1,43.2,52.4,60.5,23.7,72.9,75.8,51.5,80.53333333333333,48.608333333333334,44.324999999999996,50.075,47.669444444444444,920.0,A,923.0,A,1.5331421996296672,A,1.549948458746326,A
FezVrasta,popper.js,42.0,32.1,24.4,58.3,53.3,45.6,54.9,43.8,38.0,73.5,94.9,86.6,71.9,40.7,53.4,75.1,40.5,44.6,75.7,53.6,84.46666666666667,55.291666666666664,42.025000000000006,50.224999999999994,49.18055555555555,945.0,A,959.0,A,1.6643717626582406,A,1.7168154970971474,A
styled-components,polished,45.4,40.4,26.4,86.5,28.4,14.1,28.1,11.9,2.2,53.5,75.5,55.9,49.7,32.9,46.8,69.2,16.9,54.3,48.5,40.0,60.333333333333336,25.633333333333336,45.425000000000004,43.325,38.12777777777778,737.0,B,720.5,B,0.7045143521974034,B,0.6361527725394476,B
pvorb,node-md5,29.1,0.0,0.0,37.6,78.8,8.8,26.3,0.0,0.0,40.1,44.2,53.6,20.2,42.5,27.0,49.7,0.0,31.4,35.5,26.3,39.333333333333336,16.408333333333335,29.1,30.9,25.469444444444445,391.0,D,348.0,D,-0.39477446898129437,C,-0.4524560014635291,C
senchalabs,connect,28.6,2.7,0.0,52.1,59.5,8.5,25.6,0.0,0.0,71.8,79.1,82.0,77.8,48.2,20.4,46.0,0.0,15.1,56.5,32.3,79.63333333333333,26.30833333333333,28.575000000000003,27.325000000000003,27.402777777777782,458.0,C,546.0,C,-0.22687782216532443,C,0.024306965253102775,C
styled-components,styled-components,42.2,33.9,30.4,76.2,28.2,44.1,54.9,38.1,39.3,73.8,96.6,92.0,69.8,36.9,54.1,74.2,39.8,48.4,77.6,53.6,86.13333333333333,54.608333333333334,42.175,49.824999999999996,48.86944444444444,941.0,A,959.0,A,1.6373539114464755,A,1.7168154970971474,A
jfromaniello,url-join,37.9,22.3,18.8,36.7,73.7,26.3,32.4,25.4,21.1,37.6,27.5,23.6,64.0,35.2,35.2,44.2,19.5,42.0,25.8,34.2,38.36666666666667,29.316666666666663,37.875,35.225,34.138888888888886,647.0,B,591.5,C,0.35810690273227025,C,0.17528190471337007,C
